lang_id,code,name,percent,official,,,
93,BLZ,Maya,10.5,FALSE,,,
94,BLZ,German,3.2,FALSE,,,
95,BLZ,Garifuna,2.9,FALSE,,,
96,BLZ,Other,1.8,FALSE,,,
97,BLZ,unknown,0.3,FALSE,,,
98,BLZ,none,0.2,FALSE,,,
99,BEN,French,0,TRUE,,,
100,BEN,Fon and Yoruba,0,FALSE,,,
101,BEN,Tribal Languages,0,FALSE,,,
102,BMU,English,0,TRUE,,,
103,BMU,Portuguese,0,FALSE,,,
104,BTN,Sharchhopka,28,FALSE,,,
105,BTN,Dzongkha,24,TRUE,,,
106,BTN,Lhotshamkha,22,FALSE,,,
107,BTN,Other,26,FALSE,,,
108,BOL,Spanish,60.7,TRUE,,,
109,BOL,Quechua,21.2,TRUE,,,
110,BOL,Aymara,14.6,TRUE,,,
111,BOL,Foreign Languages,2.4,FALSE,,,
112,BOL,Guarani,0.6,TRUE,,,
113,BOL,Other,0.4,FALSE,,,
114,BOL,none,0.1,FALSE,,,
115,BIH,Bosnian,52.9,TRUE,,,
116,BIH,Serbian,30.8,TRUE,,,
117,BIH,Croatian,14.6,TRUE,,,
118,BIH,Other,1.6,FALSE,,,
119,BIH,No Answer,0.2,FALSE,,,
120,BWA,Setswana,77.3,FALSE,,,
121,BWA,Sekalanga,7.4,FALSE,,,
122,BWA,Shekgalagadi,3.4,FALSE,,,
123,BWA,English,2.8,TRUE,,,
124,BWA,Zezuru,2,FALSE,,,
125,BWA,Sesarwa,1.7,FALSE,,,
126,BWA,Sembukushu,1.6,FALSE,,,
127,BWA,Ndebele,1,FALSE,,,
128,BWA,Other,2.8,FALSE,,,
129,BRA,Portuguese,0,TRUE,,,
130,BRN,Malay,0,TRUE,,,
131,BRN,English,0,FALSE,,,
132,BRN,Chinese,0,FALSE,,,
133,BGR,Bulgarian,76.8,TRUE,,,
134,BGR,Turkish,8.2,FALSE,,,
135,BGR,Romani,3.8,FALSE,,,
136,BGR,Other,0.7,FALSE,,,
137,BGR,unspecified,10.5,FALSE,,,
138,BFA,French,0,TRUE,,,
139,BFA,Sudanic family,90,FALSE,,,
140,MMR,Burmese,0,TRUE,,,
141,BDI,Kirundi,38.8,TRUE,,,
142,BDI,French,0.3,TRUE,,,
143,BDI,Swahili,0.2,FALSE,,,
144,BDI,English,0.06,TRUE,,,
145,BDI,Other,3.7,FALSE,,,
146,BDI,unspecified,56.9,FALSE,,,
147,KHM,Khmer,96.3,TRUE,,,
148,KHM,Other,3.7,FALSE,,,
149,CMR,Other,0,FALSE,,,
150,CMR,English,0,TRUE,,,
151,CMR,French,0,TRUE,,,
152,CAN,English,58.7,TRUE,,,
153,CAN,French,22,TRUE,,,
154,CAN,Punjabi,1.4,FALSE,,,
155,CAN,Italian,1.3,FALSE,,,
156,CAN,Spanish,1.3,FALSE,,,
157,CAN,German,1.3,FALSE,,,
158,CAN,Cantonese,1.2,FALSE,,,
159,CAN,Tagalog,1.2,FALSE,,,
160,CAN,Arabic,1.1,FALSE,,,
161,CAN,Other,10.5,FALSE,,,
162,CYM,English,90.9,TRUE,,,
163,CYM,Spanish,4,FALSE,,,
164,CYM,Filipino,3.3,FALSE,,,
165,CYM,Other,1.7,FALSE,,,
166,CYM,unspecified,0.1,FALSE,,,
167,CAF,French,0,TRUE,,,
168,CAF,Sangho,0,FALSE,,,
169,CAF,tribal,0,FALSE,,,
170,TCD,French,0,TRUE,,,
171,TCD,Arabic,0,TRUE,,,
172,TCD,Sara,0,FALSE,,,
173,TCD,Other,0,FALSE,,,
174,CHL,Spanish,99.5,TRUE,,,
175,CHL,English,10.2,FALSE,,,
176,CHL,indigenous,1,FALSE,,,
177,CHL,Other,2.3,FALSE,,,
178,CHL,unspecified,0.2,FALSE,,,
179,CHN,Mandarin,0,TRUE,,,
180,CHN,Yue,0,FALSE,,,
181,CHN,Wu,0,FALSE,,,
182,CHN,Minbei,0,FALSE,,,
183,CHN,Minnan,0,FALSE,,,
184,CHN,Xiang,0,FALSE,,,
185,CHN,Gan,0,FALSE,,,
186,CHN,Hakka,0,FALSE,,,
187,CHN,Other,0,FALSE,,,
188,CXR,English,0,TRUE,,,
189,CXR,Chinese,0,FALSE,,,
190,CXR,Malay,0,FALSE,,,
191,CCK,Malay,0,FALSE,,,
192,CCK,English,0,FALSE,,,
193,COL,Spanish,0,TRUE,,,
194,COM,Arabic,0,TRUE,,,
195,COM,French,0,TRUE,,,
196,COM,Shikomoro,0,TRUE,,,
197,COD,French,0,TRUE,,,
198,COD,Lingala,0,FALSE,,,
199,COD,Kingwana,0,FALSE,,,
200,COD,Kikongo,0,FALSE,,,
201,COD,Tshiluba,0,FALSE,,,
202,COG,French,0,TRUE,,,
203,COG,Lingala,0,FALSE,,,
204,COG,Other,0,FALSE,,,
205,COK,English,86.4,TRUE,,,
206,COK,Rarotongan,76.2,TRUE,,,
207,COK,Other,8.3,FALSE,,,
208,CRI,Spanish,0,TRUE,,,
209,CRI,English,0,FALSE,,,
210,CIV,French,0,TRUE,,,
211,CIV,Other,0,FALSE,,,
212,HRV,Croatian,95.6,TRUE,,,
213,HRV,Serbian,1.2,FALSE,,,
214,HRV,Other,3,FALSE,,,
215,HRV,unspecified,0.2,FALSE,,,
216,CUB,Spanish,0,TRUE,,,
217,CYP,Greek,80.9,TRUE,,,
218,CYP,Turkish,0.2,TRUE,,,
219,CYP,English,4.1,FALSE,,,
220,CYP,Romanian,2.9,FALSE,,,
221,CYP,Russian,2.5,FALSE,,,
222,CYP,Bulgarian,2.2,FALSE,,,
223,CYP,Arabic,1.2,FALSE,,,
224,CYP,Filipino,1.1,FALSE,,,
225,CYP,Other,4.3,FALSE,,,
226,CYP,unspecified,0.6,FALSE,,,
227,DNK,Danish,0,FALSE,,,
228,DNK,Faroese,0,FALSE,,,
229,DNK,Greenlandic,0,FALSE,,,
230,DNK,German,0,FALSE,,,
231,DJI,French,0,TRUE,,,
232,DJI,Arabic,0,TRUE,,,
233,DJI,Somali,0,FALSE,,,
234,DJI,Afar,0,FALSE,,,
235,DMA,English,0,TRUE,,,
236,DMA,French patois,0,FALSE,,,
237,DOM,Spanish,0,TRUE,,,
238,ECU,Spanish,93,TRUE,,,
239,ECU,Quechua,4.1,FALSE,,,
240,ECU,Other,0.7,FALSE,,,
241,ECU,foreign,2.2,FALSE,,,
242,EGY,Arabic,0,TRUE,,,
243,EGY,English,0,FALSE,,,
244,SLV,Spanish,0,TRUE,,,
245,SLV,Nawat,0,FALSE,,,
246,GNQ,Spanish,67.6,TRUE,,,
247,GNQ,Other,0,TRUE,,,
248,GNQ,Fang,0,FALSE,,,
249,GNQ,Bubi,32.4,FALSE,,,
250,ERI,Tigrinya,0,TRUE,,,
251,ERI,Arabic,0,TRUE,,,
252,ERI,English,0,TRUE,,,
253,ERI,Tigre,0,FALSE,,,
254,ERI,Kunama,0,FALSE,,,
255,ERI,Afar,0,FALSE,,,
256,ERI,Other,0,FALSE,,,
257,EST,Estonian,68.5,TRUE,,,
258,EST,Russian,29.6,FALSE,,,
259,EST,Ukrainian,0.6,FALSE,,,
260,EST,Other,1.2,FALSE,,,
261,EST,unspecified,0.1,FALSE,,,
262,ETH,Oromo,33.8,TRUE,,,
263,ETH,Amharic,29.3,TRUE,,,
264,ETH,Somali,6.2,TRUE,,,
265,ETH,Tigrigna,5.9,TRUE,,,
266,ETH,Sidamo,4,FALSE,,,
267,ETH,Wolaytta,2.2,FALSE,,,
268,ETH,Gurage,2,FALSE,,,
269,ETH,Afar,1.7,TRUE,,,
270,ETH,Hadiyya,1.7,FALSE,,,
271,ETH,Gamo,1.5,FALSE,,,
272,ETH,Gedeo,1.3,FALSE,,,
273,ETH,Opuuo,1.2,FALSE,,,
274,ETH,Kafa,1.1,FALSE,,,
275,ETH,Other,8.1,FALSE,,,
276,ETH,English,0,FALSE,,,
277,ETH,Arabic,0,FALSE,,,
278,FRO,Faroese,93.8,FALSE,,,
279,FRO,Danish,3.2,FALSE,,,
280,FRO,Other,3,FALSE,,,
281,FIN,Finnish,88.3,TRUE,,,
282,FIN,Swedish,5.3,TRUE,,,
283,FIN,Russian,1.4,FALSE,,,
284,FIN,Other,5,FALSE,,,
285,FRA,French,100,TRUE,,,
286,FRA,Provencal,0,FALSE,,,
287,FRA,Breton,0,FALSE,,,
288,FRA,Alsatian,0,FALSE,,,
289,FRA,Corsican,0,FALSE,,,
290,FRA,Catalan,0,FALSE,,,
291,FRA,Basque,0,FALSE,,,
292,FRA,Flemish,0,FALSE,,,
293,FRA,Occitan,0,FALSE,,,
294,FRA,Picard,0,FALSE,,,
295,FRA,French,0,FALSE,,,
296,FRA,Creole patois,0,FALSE,,,
297,FRA,Mahorian,0,FALSE,,,
298,PYF,French,70,TRUE,,,
299,PYF,Polynesian,28.2,TRUE,,,
300,PYF,Other,1.8,FALSE,,,
301,GAB,French,0,TRUE,,,
302,GAB,Fang,0,FALSE,,,
303,GAB,Myene,0,FALSE,,,
304,GAB,Nzebi,0,FALSE,,,
305,GAB,Bapounou/Eschira,0,FALSE,,,
306,GAB,Bandjabi,0,FALSE,,,
307,GMB,English,0,TRUE,,,
308,GMB,Mandinka,0,FALSE,,,
309,GMB,Wolof,0,FALSE,,,
310,GMB,Fula,0,FALSE,,,
311,GMB,Other,0,FALSE,,,
312,GEO,Georgian,87.6,TRUE,,,
313,GEO,Azeri,6.2,FALSE,,,
314,GEO,Armenian,3.9,FALSE,,,
315,GEO,Russian,1.2,FALSE,,,
316,GEO,Other,1,FALSE,,,
317,DEU,German,0,TRUE,,,
318,GHA,Asante,16,FALSE,,,
319,GHA,Ewe,14,FALSE,,,
320,GHA,Fante,11.6,FALSE,,,
321,GHA,Boron,4.9,FALSE,,,
322,GHA,Dagomba,4.4,FALSE,,,
323,GHA,Dangme,4.2,FALSE,,,
324,GHA,Dagarte,3.9,FALSE,,,
325,GHA,Kokomba,3.5,FALSE,,,
326,GHA,Akyem,3.2,FALSE,,,
327,GHA,Ga,3.1,FALSE,,,
328,GHA,Other,31.2,FALSE,,,
329,GIB,English,0,TRUE,,,
330,GIB,Spanish,0,FALSE,,,
331,GIB,Italian,0,FALSE,,,
332,GIB,Portuguese,0,FALSE,,,
333,GRC,Greek,99,TRUE,,,
334,GRC,Other,1,FALSE,,,
335,GRL,Greenlandic,0,TRUE,,,
336,GRL,Danish,0,TRUE,,,
337,GRL,English,0,FALSE,,,
338,GRD,English,0,TRUE,,,
339,GRD,French patois,0,FALSE,,,
340,GUM,English,43.6,FALSE,,,
341,GUM,Filipino,21.2,FALSE,,,
342,GUM,Chamorro,17.8,FALSE,,,
343,GUM,Other Pacific Islander,10,FALSE,,,
344,GUM,Asian,6.3,FALSE,,,
345,GUM,Other,1.1,FALSE,,,
346,GTM,Spanish,60,TRUE,,,
347,GTM,Amerindian,40,FALSE,,,
348,GIN,French,0,TRUE,,,
349,GNB,Crioulo,0,FALSE,,,
350,GNB,Portuguese,0,TRUE,,,
351,GNB,Pular,0,FALSE,,,
352,GNB,Mandingo,0,FALSE,,,
353,GUY,English,0,TRUE,,,
354,GUY,Guyanese Creole,0,FALSE,,,
355,GUY,Amerindian,0,FALSE,,,
356,GUY,Indian,0,FALSE,,,
357,GUY,Chinese,0,FALSE,,,
358,HTI,French,0,TRUE,,,
359,HTI,Creole,0,TRUE,,,
360,HND,Spanish,0,TRUE,,,
361,HND,Amerindian,0,FALSE,,,
362,HKG,Cantonese,89.5,TRUE,,,
363,HKG,English,3.5,TRUE,,,
364,HKG,Mandarin,1.4,TRUE,,,
365,HKG,Other Chinese,4,FALSE,,,
366,HKG,Other,1.6,FALSE,,,
367,HUN,Hungarian,99.6,TRUE,,,
368,HUN,English,16,FALSE,,,
369,HUN,German,11.2,FALSE,,,
370,HUN,Russian,1.6,FALSE,,,
371,HUN,Romanian,1.3,FALSE,,,
372,HUN,French,1.2,FALSE,,,
373,HUN,Other,4.2,FALSE,,,
374,ISL,Icelandic,0,FALSE,,,
375,ISL,English,0,FALSE,,,
376,ISL,Nordic,0,FALSE,,,
377,ISL,German,0,FALSE,,,
378,IND,Hindi,41,FALSE,,,
379,IND,Bengali,8.1,FALSE,,,
380,IND,Telugu,7.2,FALSE,,,
381,IND,Marathi,7,FALSE,,,
382,IND,Tamil,5.9,FALSE,,,
383,IND,Urdu,5,FALSE,,,
384,IND,Gujarati,4.5,FALSE,,,
385,IND,Kannada,3.7,FALSE,,,
386,IND,Malayalam,3.2,FALSE,,,
387,IND,Oriya,3.2,FALSE,,,
388,IND,Punjabi,2.8,FALSE,,,
389,IND,Assamese,1.3,FALSE,,,
390,IND,Maithili,1.2,FALSE,,,
391,IND,Other,5.9,FALSE,,,
392,IDN,Bahasa,0,TRUE,,,
393,IDN,English,0,FALSE,,,
394,IDN,Dutch,0,FALSE,,,
395,IDN,Other,0,FALSE,,,
396,IRN,Persian,0,TRUE,,,
397,IRN,Turkic,0,FALSE,,,
398,IRN,Kurdish,0,FALSE,,,
399,IRN,Gilaki and Mazandarani,0,FALSE,,,
400,IRN,Luri,0,FALSE,,,
401,IRN,Balochi,0,FALSE,,,
402,IRN,Arabic,0,FALSE,,,
403,IRN,Other,0,FALSE,,,
404,IRQ,Arabic,0,TRUE,,,
405,IRQ,Kurdish,0,TRUE,,,
406,IRQ,Turkmen,0,FALSE,,,
407,IRQ,Syriac,0,TRUE,,,
408,IRQ,Armenian,0,TRUE,,,
409,IRL,English,61.3,TRUE,,,
410,IRL,Irish,38.7,TRUE,,,
411,ISR,Hebrew,0,TRUE,,,
412,ISR,Arabic,0,TRUE,,,
413,ISR,English,0,FALSE,,,
414,ITA,Italian,0,TRUE,,,
415,ITA,German,0,FALSE,,,
416,ITA,French,0,FALSE,,,
417,ITA,Slovene,0,FALSE,,,
418,JAM,English,0,FALSE,,,
419,JAM,English patois,0,FALSE,,,
420,JPN,Japanese,0,FALSE,,,
421,JOR,Arabic,0,TRUE,,,
422,JOR,English,0,FALSE,,,
423,KAZ,Kazakh,74,TRUE,,,
424,KAZ,Russian,94.4,TRUE,,,
425,KEN,English,0,TRUE,,,
426,KEN,Kiswahili,0,TRUE,,,
427,KEN,Other,0,FALSE,,,
428,KIR,Kiribati,0,FALSE,,,
429,KIR,English,0,TRUE,,,
430,PRK,Korean,0,FALSE,,,
431,KOR,Korean,0,FALSE,,,
432,KOR,English,0,FALSE,,,
433,KWT,Arabic,0,TRUE,,,
434,KWT,English,0,FALSE,,,
435,KGZ,Kyrgyz,71.4,TRUE,,,
436,KGZ,Uzbek,14.4,FALSE,,,
437,KGZ,Russian,9,TRUE,,,
438,KGZ,Other,5.2,FALSE,,,
439,LAO,Lao,0,TRUE,,,
440,LAO,French,0,FALSE,,,
441,LAO,English,0,FALSE,,,
442,LAO,Other,0,FALSE,,,
443,LVA,Latvian,56.3,TRUE,,,
444,LVA,Russian,33.8,FALSE,,,
445,LVA,Other,0.6,FALSE,,,
446,LVA,unspecified,9.4,FALSE,,,
447,LBN,Arabic,0,TRUE,,,
448,LBN,French,0,FALSE,,,
449,LBN,English,0,FALSE,,,
450,LBN,Armenian,0,FALSE,,,
451,LSO,Sesotho,0,TRUE,,,
452,LSO,English,0,TRUE,,,
453,LSO,Zulu,0,FALSE,,,
454,LSO,Xhosa,0,FALSE,,,
455,LBR,English,20,TRUE,,,
456,LBR,Other,0,FALSE,,,
457,LBY,Arabic,0,TRUE,,,
458,LBY,Italian,0,FALSE,,,
459,LBY,English,0,FALSE,,,
460,LBY,Berber,0,FALSE,,,
461,LIE,German,94.5,TRUE,,,
462,LIE,Italian,1.1,FALSE,,,
463,LIE,Other,4.3,FALSE,,,
464,LTU,Lithuanian,82,TRUE,,,
465,LTU,Russian,8,FALSE,,,
466,LTU,Polish,5.6,FALSE,,,
467,LTU,Other,0.9,FALSE,,,
468,LTU,unspecified,3.5,FALSE,,,
469,LUX,Luxembourgish,88.8,TRUE,,,
470,LUX,French,4.2,TRUE,,,
471,LUX,Portuguese,2.3,FALSE,,,
472,LUX,German,1.1,TRUE,,,
473,LUX,Other,3.5,FALSE,,,
474,MKD,Macedonian,66.5,TRUE,,,
475,MKD,Albanian,25.1,FALSE,,,
476,MKD,Turkish,3.5,FALSE,,,
477,MKD,Romani,1.9,FALSE,,,
478,MKD,Serbian,1.2,FALSE,,,
479,MKD,Other,1.8,FALSE,,,
480,MDG,French,0,TRUE,,,
481,MDG,Malagasy,0,TRUE,,,
482,MDG,English,0,FALSE,,,
483,MWI,English,0,TRUE,,,
484,MWI,Chichewa,0,FALSE,,,
485,MWI,Chinyanja,0,FALSE,,,
486,MWI,Chiyao,0,FALSE,,,
487,MWI,Chitumbuka,0,FALSE,,,
488,MWI,Chilomwe,0,FALSE,,,
489,MWI,Chinkhonde,0,FALSE,,,
490,MWI,Chingoni,0,FALSE,,,
491,MWI,Chisena,0,FALSE,,,
492,MWI,Chitonga,0,FALSE,,,
493,MWI,Chinyakyusa,0,FALSE,,,
494,MWI,Chilambya,0,FALSE,,,
495,MYS,Bahasa Malaysia,0,TRUE,,,
496,MYS,English,0,FALSE,,,
497,MYS,Chinese,0,FALSE,,,
498,MYS,Tamil,0,FALSE,,,
499,MYS,Telugu,0,FALSE,,,
500,MYS,Malayalam,0,FALSE,,,
501,MYS,Panjabi,0,FALSE,,,
502,MYS,Thai,0,FALSE,,,
503,MDV,Dhivehi,0,TRUE,,,
504,MDV,English,0,TRUE,,,
505,MLI,French,0,TRUE,,,
506,MLI,Bambara,46.3,FALSE,,,
507,MLI,Peul/Foulfoulbe,9.4,FALSE,,,
508,MLI,Dogon,7.2,FALSE,,,
509,MLI,Maraka/Soninke,6.4,FALSE,,,
510,MLI,Malinke,5.6,FALSE,,,
511,MLI,Sonrhai/Djerma,5.6,FALSE,,,
512,MLI,Minianka,4.3,FALSE,,,
513,MLI,Tamacheq,3.5,FALSE,,,
514,MLI,Senoufo,2.6,FALSE,,,
515,MLI,Bobo,2.1,FALSE,,,
516,MLI,unspecified,0.7,FALSE,,,
517,MLI,Other,6.3,FALSE,,,
518,MLT,Maltese,90.1,TRUE,,,
519,MLT,English,6,TRUE,,,
520,MLT,multilingual,3,FALSE,,,
521,MLT,Other,0.9,FALSE,,,
522,MHL,Marshallese,98.2,TRUE,,,
523,MHL,Other,1.8,FALSE,,,
524,MRT,Arabic,0,TRUE,,,
525,MRT,Pular,0,FALSE,,,
526,MRT,Soninke,0,FALSE,,,
527,MRT,Wolof,0,FALSE,,,
528,MRT,French,0,FALSE,,,
529,MUS,Creole,86.5,FALSE,,,
530,MUS,Bhojpuri,5.3,FALSE,,,
531,MUS,French,4.1,FALSE,,,
532,MUS,Other,2.6,FALSE,,,
533,MUS,unspecified,0.1,FALSE,,,
534,MEX,Spanish,92.7,FALSE,,,
535,MEX,indigenous,0.8,FALSE,,,
536,MEX,unspecified,0.8,FALSE,,,
537,FSM,English,0,TRUE,,,
538,FSM,Chuukese,0,FALSE,,,
539,FSM,Kosrean,0,FALSE,,,
540,FSM,Pohnpeian,0,FALSE,,,
541,FSM,Yapese,0,FALSE,,,
542,FSM,Ulithian,0,FALSE,,,
543,FSM,Woleaian,0,FALSE,,,
544,FSM,Nukuoro,0,FALSE,,,
545,FSM,Kapingamarangi,0,FALSE,,,
546,MDA,Romanian,80.2,TRUE,,,
547,MDA,Russian,9.7,FALSE,,,
548,MDA,Gagauz,4.2,FALSE,,,
549,MDA,Ukrainian,3.9,FALSE,,,
550,MDA,Bulgarian,1.5,FALSE,,,
551,MDA,Romani,0.3,FALSE,,,
552,MDA,Other,0.2,FALSE,,,
553,MCO,French,0,TRUE,,,
554,MCO,English,0,FALSE,,,
555,MCO,Italian,0,FALSE,,,
556,MCO,Monegasque,0,FALSE,,,
557,MNG,Mongolian,90,TRUE,,,
558,MNG,Turkic,0,FALSE,,,
559,MNG,Russian,0,FALSE,,,
560,MSR,English,0,FALSE,,,
561,MAR,Arabic,0,TRUE,,,
562,MAR,Berber,0,TRUE,,,
563,MAR,Tachelhit,0,FALSE,,,
564,MAR,Tarifit,0,FALSE,,,
565,MAR,French,0,FALSE,,,
566,MAR,government,0,FALSE,,,
567,MAR,and,0,FALSE,,,
568,MOZ,Emakhuwa,25.3,FALSE,,,
569,MOZ,Portuguese,10.7,TRUE,,,
570,MOZ,Xichangana,10.3,FALSE,,,
571,MOZ,Cisena,7.5,FALSE,,,
572,MOZ,Elomwe,7,FALSE,,,
573,MOZ,Echuwabo,5.1,FALSE,,,
574,MOZ,Other,30.4,FALSE,,,
575,MOZ,unspecified,3.7,FALSE,,,
576,NAM,Oshivambo,48.9,FALSE,,,
577,NAM,Nama,11.3,FALSE,,,
578,NAM,Afrikaans,10.4,FALSE,,,
579,NAM,Otjiherero,8.6,FALSE,,,
580,NAM,Kavango,8.5,FALSE,,,
581,NAM,Caprivi,4.8,FALSE,,,
582,NAM,English,3.4,TRUE,,,
583,NAM,Other,2.3,FALSE,,,
584,NAM,Other,1.7,FALSE,,,
585,NRU,Nauruan,93,TRUE,,,
586,NRU,English,2,FALSE,,,
587,NRU,Other,5,FALSE,,,
588,NPL,Nepali,44.6,TRUE,,,
589,NPL,Maithali,11.7,FALSE,,,
590,NPL,Bhojpuri,6,FALSE,,,
591,NPL,Tharu,5.8,FALSE,,,
592,NPL,Tamang,5.1,FALSE,,,
593,NPL,Newar,3.2,FALSE,,,
594,NPL,Magar,3,FALSE,,,
595,NPL,Bajjika,3,FALSE,,,
596,NPL,Urdu,2.6,FALSE,,,
597,NPL,Avadhi,1.9,FALSE,,,
598,NPL,Limbu,1.3,FALSE,,,
599,NPL,Gurung,1.2,FALSE,,,
600,NPL,Other,10.4,FALSE,,,
601,NPL,unspecified,0.2,FALSE,,,
602,NLD,Dutch,0,TRUE,,,
603,NCL,French,0,TRUE,,,
604,NCL,Other,0,FALSE,,,
605,NZL,English,89.8,TRUE,,,
606,NZL,Maori,3.5,TRUE,,,
607,NZL,Samoan,2,FALSE,,,
608,NZL,Hindi,1.6,FALSE,,,
609,NZL,French,1.2,FALSE,,,
610,NZL,Northern Chinese,1.2,FALSE,,,
611,NZL,Yue,1,FALSE,,,
612,NZL,Other,20.5,FALSE,,,
613,NZL,New Zealand Sign,0,TRUE,,,
614,NIC,Spanish,95.3,TRUE,,,
615,NIC,Miskito,2.2,FALSE,,,
616,NIC,Mestizo,2,FALSE,,,
617,NIC,Other,0.5,FALSE,,,
618,NER,French,0,TRUE,,,
619,NER,Hausa,0,FALSE,,,
620,NER,Djerma,0,FALSE,,,
621,NGA,English,0,TRUE,,,
622,NGA,Hausa,0,FALSE,,,
623,NGA,Yoruba,0,FALSE,,,
624,NGA,Igbo,0,FALSE,,,
625,NGA,Fulani,0,FALSE,,,
626,NGA,Other,0,FALSE,,,
627,NIU,Niuean,46,TRUE,,,
628,NIU,Niuean,32,FALSE,,,
629,NIU,English,11,TRUE,,,
630,NIU,Niuean,5,FALSE,,,
631,NIU,Other,6,FALSE,,,
632,NFK,English,67.6,TRUE,,,
633,NFK,Other,32.4,FALSE,,,
634,MNP,Philippine,32.8,FALSE,,,
635,MNP,Chamorro,24.1,TRUE,,,
636,MNP,English,17,TRUE,,,
637,MNP,Other Pacific Island,10.1,FALSE,,,
638,MNP,Chinese,6.8,FALSE,,,
639,MNP,Other Asian,7.3,FALSE,,,
640,MNP,Other,1.9,FALSE,,,
641,NOR,Bokmal,0,TRUE,,,
642,NOR,Nynorsk,0,TRUE,,,
643,NOR,Other,0,FALSE,,,
644,OMN,Arabic,0,TRUE,,,
645,OMN,English,0,FALSE,,,
646,OMN,Baluchi,0,FALSE,,,
647,OMN,Urdu,0,FALSE,,,
648,OMN,Indian,0,FALSE,,,
649,PAK,Punjabi,48,FALSE,,,
650,PAK,Sindhi,12,FALSE,,,
651,PAK,Saraiki,10,FALSE,,,
